person_id,role_type,contest,first_name,last_name,full_name,nickname,abbreviation,coalition,state,area,membership_type,start_date,end_date,is_substitute,is_titular,date_birth,gender,dead_or_alive,last_degree_of_studies,profession_1,profession_2,profession_3,profession_4,profession_5,profession_6,Website,URL_FB_page,URL_FB_profile,URL_IG,URL_TW,URL_others,URL_photo,source_of_truth
,legislatorLowerBody,Diputación del Distrito Federal 13 de GUANAJUATO,Juan ,Martinez Rodriguez,Juan Martinez Rodriguez,,PESol,,Guanajuato,13,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"docente de secundaria,abogado,participación en asociaciones civiles","Teacher training in basic education, secondary level",Law,Social work and care,,,https://controljuanpes.wixsite.com/website,https://www.facebook.com/Juan-Mart%C3%ADnez-PES-103797208506754,https://www.facebook.com/juan.martinezrodriguez.359,,,juanmartinezpesdis13@outlook.com,https://candidaturas.ine.mx/img/fotocandidato/24176.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 14 de GUANAJUATO,Mercedes ,Toral Galvan,Mercedes Toral Galvan,,PESol,,Guanajuato,14,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Elementary,despachadora,Business administration and management,,,,,,,,,,naomi.ian65@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24192.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Juan Manuel ,De Loera Marquez,Juan Manuel De Loera Marquez,,PT,,Aguascalientes,1,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"empleado,ingeniero civil,lider social territorial",Business administration and management,Construction and civil engineering,Social work and care,,,,https://www.facebook.com/JuanManueldeLoerapt,"https://www.facebook.com/juanmanuel.loera.330,https://www.facebook.com/profile.php?id=100013198032709",,,pt.ags.2021@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24042.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 6 de CIUDAD DE MÉXICO,Blanca Adriana ,Arroyo Cuevas,Blanca Adriana Arroyo Cuevas,,PVEM,,Ciudad De México,6,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Master Degree,"abogada,docente de universidad",Law,Teacher training in higher education,,,,,https://www.facebook.com/Blanca-Adriana-Arroyo-102952315296332,"https://www.facebook.com/adriana.arroyo.votaverde,https://www.facebook.com/adriana.arroyo.963",https://www.instagram.com/adrianaarroyo2021,https://www.twitter.com/blancaadrianaa4,lic.adriana@outlook.com,https://candidaturas.ine.mx/img/fotocandidato/24222.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 5 de SAN LUIS POTOSÍ,Fabiola Del Carmen ,Zuñiga Aguilera,Fabiola Del Carmen Zuñiga Aguilera,Fabi Zúñiga,PESol,,San Luis Potosí,5,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"jefa de recursos humanos, administradora, asistente contable",Business administration and management,Accounting and auditing,,,,https://www.fabizuniga.com,https://www.facebook.com/Fabi-Z%C3%BA%C3%B1iga-107725738134749,https://www.facebook.com/fabiola.zuniga.395,https://www.instagram.com/fabizunigaa,,contacto@fabizuniga.com,https://candidaturas.ine.mx/img/fotocandidato/24198.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 4 de HIDALGO,Rosalva ,Mimila Olvera,Rosalva Mimila Olvera,,RSP,,Hidalgo,4,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"odontóloga, servidora pública",odontology,Public administration,,,,,https://www.facebook.com/Rosalva-Mimila-Olvera-107505878164669,https://www.facebook.com/rosalva.mimila.9,,,rouzmimila@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24102.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de TAMAULIPAS,Elsa ,Cordero Martinez,Elsa Cordero Martinez,,PT,,Tlaxcala,3,campaigning_politician,2021-04-04,2021-04-15,No,TRUE,1971-06-17,F,Vivo,PhD Degree,"abogada,magistrada,servidora pública",Law,Public administration,,,,,,https://www.facebook.com/elsa.corderomartinez,,,,http://tsjtlaxcala.gob.mx/nTSJTlax/wp-content/uploads/2020/03/Magistrada-Elsa-Cordero.jpg,http://tsjtlaxcala.gob.mx/nTSJTlax/conoce-el-tribunal/magistrados/elsa-cordero-martinez
,legislatorLowerBody,Diputación del Distrito Federal 3 de TAMAULIPAS,Carlos Erasto ,Escobar Izquierdo,Carlos Erasto Escobar Izquierdo,,PT,,Tlaxcala,3,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"empresario, servidor público",Business administration and management,Public administration,,,,,https://www.facebook.com/carloserastoescobar,https://www.facebook.com/escobar.charlez,https://www.instagram.com/carlosescobarizquierdo,,"carlos.escobarizquierdo@gmail.com,carlos.domrug@gmail.com",https://candidaturas.ine.mx/img/fotocandidato/23876.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de GUANAJUATO,Marino ,Martinez Gomez,Marino Martinez Gomez,,PESol,,Guanajuato,3,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"estudios en comercio, servidor público, gerente empresarial,maestro en educación pública",Trade strudies,Public administration,Business administration and management,"Teacher training, multidisciplinary or general programs",,https://www.candidatomarino.com,,,,,marino261248@yahoo.com.mx,https://candidaturas.ine.mx/img/fotocandidato/24058.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de CHIAPAS,Patricia ,Vazquez Castellano,Patricia Vazquez Castellano,,PESol,,Chiapas,1,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"psicóloga, psicoterapeuta infantil, consejera espiritual, instructora en ICATECH,trabajadora comunitaria",Psychology,Theology,"Teacher training, multidisciplinary or general programs",Social work and care,,,https://www.facebook.com/Patricia-V%C3%A1zquez-Castellano-336648674370035,https://www.facebook.com/patricia.vazquezcastellano,https://www.instagram.com/pati_20_21,,patriziacastelano80@hotmail.com,https://candidaturas.ine.mx/img/fotocandidato/24146.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 5 de CHIHUAHUA,Raquel Maria ,Beltran Del Rio Torres,Raquel Maria Beltran Del Rio Torres,,Morena,Juntos hacemos historia,Chihuahua,5,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 21 de ESTADO DE MÉXICO,Roxana Aide ,Merino Galindo,Roxana Aide Merino Galindo,,PRD,,Estado de México,21,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"abogada, profesora de inglés a nivel básico, pedagoga, docente de nivel básico",Law,Foreign languages,"Teacher training in basic education, primary level",Didactics and pedagogy,,,https://www.facebook.com/soyroxmerino,,,,aidemeri@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/23850.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 5 de NUEVO LEÓN,Antonio ,Alta Gonzalez,Antonio Alta Gonzalez,Toño Alta,PRD,,Nuevo León,5,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"analista de tesoreria, manejo de portales bancarios, analista de desarrollo humano, reclutador de personal, apoyo en organización benéfica","Finance, banking and insurance",Business administration and management,Social work and care,,,,https://www.facebook.com/AntonioAltaNL,https://www.facebook.com/profile.php?id=100000531040245,https://www.instagram.com/antonio.altagonzalez,https://www.twitter.com/AltaTono,antonioalta013@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/23842.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 4 de COAHUILA DE ZARAGOZA,Alfredo ,Martinez Guajardo,Alfredo Martinez Guajardo,,PRD,,Coahuila de Zaragoza,4,campaigning_politician,2021-04-28,2021-06-02,Sí,TRUE,,M,Vivo,Associate Degree,"técnico en sistemas y sistemas administrativos, regidor de ayuntamiento, asesor en el congreso de la unión, administrador de cartera",Business administration and management,Public administration,Computer's science,,,,,https://www.facebook.com/alfredo.devirgen,,,,https://scontent.fmex10-2.fna.fbcdn.net/v/t1.6435-9/128239983_111623157440465_8337203675306693685_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=09cbfe&_nc_eui2=AeF_VFjDuzom2goPOFk0ld6vYwL4F35Ub-NjAvgXflRv44bC6-L-nXdZvy9bC3TiID0jIfRIjf2XS8ewRm4ggJ1K&_nc_ohc=4KebgZqiVngAX9k-drF&_nc_ht=scontent.fmex10-2.fna&oh=23b6b4c13923edbcb028b100c8775f1b&oe=60CE79E3,
,legislatorLowerBody,Diputación del Distrito Federal 23 de ESTADO DE MÉXICO,Roberta ,Ibarra Armendariz,Roberta Ibarra Armendariz,,RSP,,Estado de México,23,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,F,Vivo,High School,"directora municipal en DIF,empresaria,primera regidora,coordinadora administrativa",Public administration,Business administration and management,,,,,https://www.facebook.com/robertaibarra123,https://www.facebook.com/roberta.ibarra.39,https://www.instagram.com/ibarraroberta,https://www.twitter.com/RobertaArmen,roberta_ibarra@hotmail.com,https://candidaturas.ine.mx/img/fotocandidato/23862.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 6 de JALISCO,Bertha ,Hurtado Padilla,Bertha Hurtado Padilla,,RSP,,Jalisco,6,campaigning_politician,2021-04-28,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"servidora pública, profesora",Public administration,"Teacher training, multidisciplinary or general programs",,,,,https://www.facebook.com/BerthaHurtadoxZapopan,https://www.facebook.com/psco.talleresvivenciales,https://www.instagram.com/bertha_hurtado_padilla,https://www.twitter.com/BerthaHurtadoP1,psc.berthahp@hotmail.com,https://scontent.fmex10-4.fna.fbcdn.net/v/t1.6435-9/184511639_275892004218270_2333560283909352230_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=174925&_nc_eui2=AeEi5TR7CkLWltV8ivkaN6FfkeZb2IblqgWR5lvYhuWqBRQ0SxsMpOomA4Su6mBru0SWli78qwMPw8nTs-CPcoiq&_nc_ohc=l9uju8SyusYAX9cZWuB&_nc_ht=scontent.fmex10-4.fna&oh=2eadc2f6d73d8bb8ca39d6228dc5c366&oe=60CCDF14,
,legislatorLowerBody,Diputación del Distrito Federal 3 de CHIAPAS,Manuela ,Angelica Mendez Cruz,Manuela Angelica Mendez Cruz,,PVEM,,Chiapas,3,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,PhD Degree,"abogada,servidora pública, auxiliar de actuaria,sindico municipal",Law,Public administration,,,,,https://www.facebook.com/Ang%C3%A9lica-M%C3%A9ndez-105485458364872,https://www.facebook.com/angeline.laramagana,,,angyx125@hotmail.com,https://candidaturas.ine.mx/img/fotocandidato/24050.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de SONORA,Xochitl Maria ,Gonzalez Ortega,Xochitl Maria Gonzalez Ortega,,PESol,,Sonora,3,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,abogada,Law,,,,,,,https://www.facebook.com/xochitl.gonzalezortega,https://www.instagram.com/xochitl.gonzalezortega,https://www.twitter.com/XochitlPES,,https://scontent.fmex10-4.fna.fbcdn.net/v/t1.6435-9/180987511_10160134790614879_683121387699908685_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=e3f864&_nc_eui2=AeHnxquwUU_R_N6D8ZOnQOWV0gExXZg9ErDSATFdmD0SsGKmTsKKNMYOTdfWIVeH5n2_n5Klkz7OqKPStnNavXz9&_nc_ohc=hWjOmoRt818AX9ii2Pe&_nc_ht=scontent.fmex10-4.fna&oh=d6ba127c2b2da4e29d5045e2abfe2a0c&oe=60CF5C36,
,legislatorLowerBody,Diputación del Distrito Federal 4 de YUCATÁN,Nelly Ivette ,Lopez Solis,Nelly Ivette Lopez Solis,,FxM,,Yucatán,4,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Master Degree,"docente en preparatoria,docente preescolar, coordinadora de estructura electoral","Teacher training in basic education, preschool level",Teacher training in upper secondary education,Public administration,,,,https://www.facebook.com/Nellylopezsol,https://www.facebook.com/nelly.lopezsolis,https://www.instagram.com/nelly.lopezsolis,,,https://candidaturas.ine.mx/img/fotocandidato/24208.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de NUEVO LEÓN,Valeria ,Puente Sanchez,Valeria Puente Sanchez,,FxM,,Nuevo León,2,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"mercadotecnia y procesos comerciales,participacion en capañas politicas,defensora de los derechos animales,activista",Marketing and publicity,Social work and care,,,,,https://www.facebook.com/Valeria-Puente-104025638499604,https://www.facebook.com/valeria.puente.58,https://www.instagram.com/valeriapuentesa,,,https://candidaturas.ine.mx/img/fotocandidato/24156.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 9 de ESTADO DE MÉXICO,Belem ,Villegas Meza,Belem Villegas Meza,,MC,,Estado de México,9,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"ingeniera industrial,empresaria","Industrial, mechanical and metallurgical engineering",Business administration and management,,,,,https://www.facebook.com/BelemVillegasOficial,,,,,https://scontent.fmex31-1.fna.fbcdn.net/v/t1.6435-9/179984783_102382045343713_999482507161049151_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=09cbfe&_nc_ohc=KJ_JRsCEuAYAX9UBv24&_nc_ht=scontent.fmex31-1.fna&oh=edd4fc06899c5d7daa35730f161f921e&oe=60CC06CC,
,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Cecilia Arlette ,Hernandez Tapia,Cecilia Arlette Hernandez Tapia,Arlette Tapia,FxM,,Aguascalientes,2,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"medico,abogada",Medicine,Law,,,,,,https://www.facebook.com/arlette.tapia.37,https://www.instagram.com/dracecyhernandez,,,https://scontent.fmex31-1.fna.fbcdn.net/v/t1.6435-9/165684035_3007360602880496_2365916838990340868_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=174925&_nc_ohc=pe1nC8-imXgAX-ktNCO&_nc_ht=scontent.fmex31-1.fna&oh=3a1cd07ebc21464119fac8fe3cf388ee&oe=60CBBE2E,
,legislatorLowerBody,Diputación del Distrito Federal 8 de JALISCO,Stephany Paola,Iñiguez Ruiz,Stephany Paola Iñiguez Ruiz,,FxM,,Jalisco,8,campaigning_politician,2021-04-15,2021-06-02,Sí,TRUE,,F,Vivo,Elementary,"aplicadora de uñas,maquillista,miembro de la asiciación mexicana de gente pequeña",Beauty services,Social work and care,,,,,,https://www.facebook.com/fany.iniguez.524,https://www.instagram.com/fanyfuerzaxmex,,,https://candidaturas.ine.mx/img/fotocandidato/23806.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 13 de CIUDAD DE MÉXICO,Hilda Laura ,Vazquez Villanueva,Hilda Laura Vazquez Villanueva,,MC,,Ciudad De México,13,campaigning_politician,2021-04-24,2021-06-02,Sí,TRUE,1972-09-14,F,Vivo,Master Degree,"trabajadora social,alta dirección",Social work and care,Business administration and management,,,,,https://www.facebook.com/hildalauraenmovimientonaranja,"https://www.facebook.com/hildalaura.vazquezvillanueva.1,https://www.facebook.com/hildalaura.vazquezvillanueva",https://www.instagram.com/hildalauraenmovimiento,https://www.twitter.com/Hildalaura14,hildalaura14@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24076.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de NAYARIT,Dinora ,Diaz Carrillo,Dinora Diaz Carrillo,,FxM,,Nayarit,1,campaigning_politician,2021-04-29,2021-06-02,Sí,TRUE,,F,Vivo,High School,"vocal de portunidades,servidora publica",Social work and care,,,,,,,https://www.facebook.com/Dinora-Diaz-106045538312775,,,,https://candidaturas.ine.mx/img/fotocandidato/24348.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de SAN LUIS POTOSÍ,Lorena ,Diaz Martinez,Lorena Diaz Martinez,,FxM,,San Luis Potosí,3,campaigning_politician,2021-04-29,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"coordinadora regional,tallerista,activista",Social work and care,,,,,,,https://www.facebook.com/DIMLORENA,https://www.instagram.com/lorena_diaz.m,,,https://candidaturas.ine.mx/img/fotocandidato/24352.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de MICHOACÁN DE OCAMPO,Jonnas Elias,Duran Gerardo,Jonnas Elias Duran Gerardo,,FxM,,Michoacán de Ocampo,3,campaigning_politician,2021-04-24,2021-06-02,Sí,TRUE,,M,Vivo,High School,"comerciante,barbero,electricista,activista social ",Social work and care,Beauty services,,,,,https://www.facebook.com/jonnasduranmexico,,,,,https://candidaturas.ine.mx/img/fotocandidato/24104.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 6 de TABASCO,Veronica ,Adzul Mayo,Veronica Adzul Mayo,,RSP,,Tabasco,6,campaigning_politician,2021-04-24,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"estilista,politica",Beauty services,Political Sciences,,,,,,https://www.facebook.com/veronica.adzulmayo,https://www.instagram.com/veronicaadzulmayo,https://www.twitter.com/AdzulMayo,,https://candidaturas.ine.mx/img/fotocandidato/24092.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 7 de MICHOACÁN DE OCAMPO,Vidal ,Ignacio Apolonio,Vidal Ignacio Apolonio,,FxM,,Michoacán de Ocampo,7,campaigning_politician,2021-04-29,2021-06-02,Sí,TRUE,1969-08-20,M,Vivo,Master Degree,"director de escuela primaria,docente universitario,enseñanza de la lengua purepecha,politico",Administration in the field of education,Teacher training in higher education,Political Sciences,,,,https://www.facebook.com/VidalIgnacioApolonio,https://www.facebook.com/vixdal,,https://www.twitter.com/igvidal,,https://candidaturas.ine.mx/img/fotocandidato/24300.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 9 de MICHOACÁN DE OCAMPO,Laura ,Lopez Lujan,Laura Lopez Lujan,,FxM,,Michoacán de Ocampo,9,campaigning_politician,2021-04-29,2021-06-02,Sí,TRUE,,F,Vivo,High School,"directora de avolujan,directora de la camara de comercio.delega de arte,cultura",Public administration,"Arts, multidisciplinary or general programs",,,,,https://www.facebook.com/LauraLopezFXM,,https://www.instagram.com/lauralopezfxm,https://www.twitter.com/lauralopezfxm,https://www.youtube.com/channel/UCMuIkyK1AKlr3OhiEVXu85g,https://candidaturas.ine.mx/img/fotocandidato/24344.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 4 de GUERRERO,Ma De La Luz ,Reyes Rios,Ma De La Luz Reyes Rios,,PESol,,Guerrero,4,campaigning_politician,2021-04-24,2021-06-02,Sí,TRUE,1958-05-21,F,Vivo,Bachelor´s Degree,"abogada,administradora publica,subprocidadora de atencion a victimas,",Law,Public administration,Political Sciences,,,https://www.madelaluz.now.site,https://www.facebook.com/MaLuzReyesRios,,https://www.twitter.com/LuzReyesRios,https://www.instagram.com/luzreyesrios,m-delaluz@live.com.mx,https://candidaturas.ine.mx/img/fotocandidato/24070.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 18 de VERACRUZ DE IGNACIO DE LA LLAVE,Maria Yolanda ,Garcia Vallejo,Maria Yolanda Garcia Vallejo,,RSP,,Veracruz de Ignacio de la Llave,18,campaigning_politician,2021-04-24,2021-06-02,Sí,TRUE,,F,Vivo,,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 14 de VERACRUZ DE IGNACIO DE LA LLAVE,Fermin ,Garcia Espinosa,Fermin Garcia Espinosa,,FxM,,Veracruz de Ignacio de la Llave,14,campaigning_politician,2021-04-29,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"coordinador de los derechos humanos del sur sureste,brigadista",Social work and care,,,,,,https://www.facebook.com/MinchoGarciaEspinosa,https://www.facebook.com/fermin.garciaespinosa.9,,,,https://candidaturas.ine.mx/img/fotocandidato/24402.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 12 de VERACRUZ DE IGNACIO DE LA LLAVE,Rosa Maylen,Angeles Bozada,Rosa Maylen Angeles Bozada,Maylen Angeles,FxM,,Veracruz de Ignacio de la Llave,12,campaigning_politician,2021-04-24,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"servicios de salud,recursos,financieros,empresaria,socia de organizaciones civiles","Health, multidisciplinary or general programs",Social work and care,Business administration and management,,,,https://www.facebook.com/Rosa-Maylen-Angeles-Bozada-342065480365058,,https://www.instagram.com/maylenangelesb,,maylenfxm@gmail.com,https://scontent-qro1-2.xx.fbcdn.net/v/t1.6435-9/145495532_342066000365006_3927234056384111607_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=174925&_nc_ohc=dJiV5-QSTUgAX8OonBJ&_nc_ht=scontent-qro1-2.xx&oh=3c51decac58fd32db5c75dc12a60ba91&oe=60CEA4AB,
,legislatorLowerBody,Diputación del Distrito Federal 6 de CHIHUAHUA,Yahaira,De La O Valdez,Yahaira De La O Valdez,,FxM,,Chihuahua,6,campaigning_politician,2021-04-14,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"marketing,ingenieria en desarrollo e innovacion empresarial",Marketing and publicity,Business administration and management,"Mechanical engineering, electronics and technology, multidisciplinary or general programs",,,,,https://www.facebook.com/yahisdela,https://www.instagram.com/yahis_delao,,,,
